,BUENOS AIRES,CABA,CATAMARCA,CHACO,CHUBUT,CORDOBA,CORRIENTES,ENTRE RIOS,FORMOSA,JUJUY,LA PAMPA,LA RIOJA,MENDOZA,MISIONES,NEUQUEN,RIO NEGRO,SALTA,SAN JUAN,SAN LUIS,SANTA CRUZ,SANTA FE,SANTIAGO DEL ESTERO,TIERRA DEL FUEGO,TUCUMAN,UNKNOWN,TOTAL
2020-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-04,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333
2020-03-05,1.0,2.3333333333333335,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6666666666666665
2020-03-06,1.6666666666666667,3.6666666666666665,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2020-03-07,2.3333333333333335,5.666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
2020-03-08,2.6666666666666665,6.666666666666667,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,11.666666666666666
2020-03-09,3.3333333333333335,8.0,0.0,1.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,15.0
2020-03-10,4.0,9.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
2020-03-11,6.0,10.666666666666666,0.0,2.6666666666666665,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.666666666666668
2020-03-12,8.0,11.666666666666666,0.0,3.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.333333333333332
2020-03-13,10.0,14.666666666666666,0.0,3.6666666666666665,0.0,2.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,33.0
2020-03-14,11.0,18.666666666666668,0.0,4.333333333333333,0.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,40.0
2020-03-15,12.0,24.666666666666668,0.0,6.333333333333333,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.3333333333333333,0.0,0.0,50.333333333333336
2020-03-16,13.333333333333334,29.666666666666668,0.0,8.333333333333334,0.0,3.6666666666666665,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.3333333333333333,0.0,1.0,0.3333333333333333,1.0,0.0,2.0,0.0,0.0,61.666666666666664
2020-03-17,16.0,35.666666666666664,0.0,10.0,0.0,4.666666666666667,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.6666666666666666,0.0,1.0,0.6666666666666666,1.0,0.0,2.0,0.0,0.0,75.0
2020-03-18,23.333333333333332,42.666666666666664,0.0,11.333333333333334,0.0,6.666666666666667,0.0,1.6666666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,1.0,0.0,1.0,1.0,1.3333333333333333,0.0,2.0,0.3333333333333333,0.0,95.66666666666667
2020-03-19,33.0,51.333333333333336,0.0,12.666666666666666,0.0,9.666666666666666,0.3333333333333333,2.3333333333333335,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,2.6666666666666665,1.0,0.0,1.0,1.0,1.6666666666666667,0.3333333333333333,2.3333333333333335,0.6666666666666666,0.0,121.66666666666667
2020-03-20,45.333333333333336,59.333333333333336,0.0,15.333333333333334,0.0,13.666666666666666,1.3333333333333333,2.6666666666666665,0.0,1.0,0.0,0.0,1.6666666666666667,0.0,1.3333333333333333,3.0,1.0,0.0,1.0,1.0,2.6666666666666665,0.6666666666666666,3.6666666666666665,1.3333333333333333,0.0,156.0
2020-03-21,55.333333333333336,68.66666666666667,0.0,19.666666666666668,0.0,19.333333333333332,2.3333333333333335,3.0,0.0,1.0,0.0,0.0,3.3333333333333335,0.3333333333333333,2.0,3.0,1.0,0.0,1.0,1.0,3.3333333333333335,1.0,5.0,3.3333333333333335,0.0,193.66666666666666
2020-03-22,64.0,74.33333333333333,0.0,25.0,0.0,24.0,3.0,3.0,0.0,1.0,0.0,0.0,5.0,0.6666666666666666,2.0,3.0,1.0,0.0,1.0,1.0,8.333333333333334,1.0,6.0,5.333333333333333,-4.0,224.66666666666666
2020-03-23,78.0,87.66666666666667,0.0,31.333333333333332,0.0,29.666666666666668,3.0,3.0,0.0,1.0,0.3333333333333333,0.0,5.0,1.0,2.3333333333333335,3.0,1.0,0.0,1.0,1.3333333333333333,13.666666666666666,1.0,7.333333333333333,7.0,-11.666666666666666,266.0
2020-03-24,99.33333333333333,103.0,0.0,39.0,0.0,37.666666666666664,3.0,4.0,0.0,1.0,0.6666666666666666,0.0,5.333333333333333,1.0,3.0,3.0,1.0,0.0,2.3333333333333335,3.3333333333333335,26.333333333333332,1.0,9.0,7.666666666666667,-12.333333333333334,338.3333333333333
2020-03-25,122.33333333333333,124.0,0.0,46.0,0.0,45.666666666666664,3.0,5.0,0.0,1.6666666666666667,1.0,0.0,6.0,1.0,4.666666666666667,3.0,1.0,0.0,4.0,6.0,38.666666666666664,1.0,11.666666666666666,8.333333333333334,-9.0,425.0
2020-03-26,146.66666666666666,144.66666666666666,0.0,50.666666666666664,0.0,51.666666666666664,3.3333333333333335,7.333333333333333,0.0,2.3333333333333335,1.0,0.0,6.666666666666667,1.0,7.0,4.0,1.0,0.0,6.0,8.333333333333334,53.333333333333336,1.3333333333333333,12.666666666666666,11.0,-2.6666666666666665,517.3333333333334
2020-03-27,164.0,164.33333333333334,0.0,53.333333333333336,0.0,53.0,5.0,8.666666666666666,0.0,3.0,1.0,0.0,7.0,1.0,9.333333333333334,5.0,1.0,0.0,6.333333333333333,9.0,65.0,1.6666666666666667,14.666666666666666,13.0,-7.0,578.3333333333334
2020-03-28,183.0,183.33333333333334,0.0,56.666666666666664,0.0,59.666666666666664,7.0,10.0,0.0,3.0,1.6666666666666667,0.3333333333333333,7.333333333333333,1.3333333333333333,10.666666666666666,6.0,1.0,0.3333333333333333,6.333333333333333,9.0,77.0,2.0,17.0,15.0,-57.0,600.6666666666666
2020-03-29,202.33333333333334,204.0,0.0,63.666666666666664,0.0,68.66666666666667,12.0,11.0,0.0,3.0,2.3333333333333335,0.6666666666666666,8.666666666666666,1.6666666666666667,13.333333333333334,6.0,1.0,0.6666666666666666,6.0,9.0,92.66666666666667,2.0,23.333333333333332,14.666666666666666,-110.33333333333333,636.3333333333334
2020-03-30,224.33333333333334,226.0,0.0,69.66666666666667,0.0,81.66666666666667,16.0,12.0,0.0,3.0,3.0,0.6666666666666666,10.666666666666666,2.3333333333333335,15.666666666666666,6.333333333333333,1.0,1.0,6.0,9.0,111.33333333333333,2.0,30.666666666666668,14.666666666666666,-162.66666666666666,684.3333333333334
2020-03-31,244.0,246.66666666666666,0.0,78.33333333333333,0.0,90.66666666666667,20.0,13.333333333333334,0.0,3.0,3.0,0.3333333333333333,15.666666666666666,2.6666666666666665,19.333333333333332,6.666666666666667,1.6666666666666667,1.0,6.333333333333333,12.333333333333334,129.0,2.0,36.666666666666664,15.0,-172.0,775.6666666666666
2020-04-01,263.6666666666667,264.0,0.0,83.66666666666667,0.0,102.33333333333333,21.0,14.333333333333334,0.0,3.6666666666666665,3.0,1.0,19.0,3.0,22.0,7.0,2.3333333333333335,1.0,7.333333333333333,16.333333333333332,142.33333333333334,2.3333333333333335,47.0,17.0,-180.66666666666666,862.6666666666666
2020-04-02,284.0,284.3333333333333,0.0,90.66666666666667,0.0,114.33333333333333,21.666666666666668,16.0,0.0,4.333333333333333,3.0,2.0,22.0,3.0,25.0,7.333333333333333,3.0,1.0,8.666666666666666,20.333333333333332,151.0,2.6666666666666665,55.333333333333336,18.333333333333332,-191.0,947.0
2020-04-03,310.0,313.0,0.0,96.33333333333333,0.0,125.33333333333333,22.0,17.333333333333332,0.0,5.0,3.0,3.6666666666666665,21.666666666666668,3.0,28.0,9.333333333333334,3.0,1.0,9.666666666666666,21.333333333333332,158.0,3.3333333333333335,66.33333333333333,19.666666666666668,-199.0,1041.0
2020-04-04,335.3333333333333,344.0,0.0,101.33333333333333,0.0,132.33333333333334,22.0,18.333333333333332,0.0,5.0,3.0,5.0,22.666666666666668,3.0,33.333333333333336,12.0,3.0,1.0,10.0,22.0,166.0,3.6666666666666665,70.33333333333333,19.666666666666668,-218.66666666666666,1114.3333333333333
2020-04-05,357.6666666666667,370.0,0.0,105.33333333333333,0.0,137.0,22.666666666666668,18.666666666666668,0.0,5.0,3.0,6.666666666666667,23.666666666666668,3.0,40.0,15.0,3.0,1.0,10.333333333333334,22.666666666666668,174.0,6.0,74.66666666666667,21.666666666666668,-238.33333333333334,1182.6666666666667
2020-04-06,381.6666666666667,392.0,0.0,108.0,0.0,142.0,23.333333333333332,19.333333333333332,0.0,5.0,3.0,7.666666666666667,25.0,3.0,46.333333333333336,17.0,3.0,1.0,10.666666666666666,25.666666666666668,181.33333333333334,7.666666666666667,77.0,23.666666666666668,-264.6666666666667,1238.6666666666667
2020-04-07,400.3333333333333,409.0,0.0,115.66666666666667,0.0,146.0,24.0,19.666666666666668,0.0,5.0,3.3333333333333335,8.0,27.666666666666668,3.0,54.333333333333336,18.666666666666668,3.0,1.0,11.0,28.333333333333332,185.66666666666666,9.333333333333334,79.0,25.333333333333332,-278.0,1299.3333333333333
2020-04-08,422.6666666666667,428.0,0.0,123.66666666666667,0.0,149.33333333333334,24.0,20.333333333333332,0.0,5.0,3.6666666666666665,9.666666666666666,30.666666666666668,3.0,63.0,24.0,3.0,1.0,11.0,31.0,189.33333333333334,9.0,80.33333333333333,25.666666666666668,-290.3333333333333,1367.0
2020-04-09,441.0,443.0,0.0,132.0,0.0,155.66666666666666,24.0,20.666666666666668,0.0,5.0,4.333333333333333,11.333333333333334,36.333333333333336,3.0,73.0,30.666666666666668,3.0,1.0,11.0,33.0,192.33333333333334,9.0,81.66666666666667,25.666666666666668,-317.3333333333333,1419.3333333333333
2020-04-10,465.3333333333333,467.0,0.0,135.33333333333334,0.0,172.33333333333334,24.0,21.0,0.0,5.0,4.666666666666667,14.333333333333334,41.666666666666664,3.0,78.0,44.666666666666664,3.0,1.3333333333333333,11.0,36.0,195.66666666666666,10.0,85.0,26.333333333333332,-352.0,1492.6666666666667
2020-04-11,490.3333333333333,487.0,0.0,137.33333333333334,0.0,188.66666666666666,24.0,21.0,0.0,5.0,5.0,16.0,47.333333333333336,3.0,81.0,58.666666666666664,3.0,1.6666666666666667,11.0,39.0,198.0,11.0,89.66666666666667,26.666666666666668,-399.0,1545.3333333333333
2020-04-12,518.6666666666666,506.6666666666667,0.0,138.66666666666666,0.0,201.66666666666666,26.333333333333332,21.0,0.0,5.0,5.0,18.666666666666668,50.666666666666664,3.0,82.33333333333333,71.66666666666667,3.0,2.0,11.0,40.0,200.66666666666666,12.0,95.0,27.0,-439.0,1601.0
2020-04-13,557.0,518.6666666666666,0.0,150.0,0.0,207.66666666666666,28.666666666666668,21.0,0.0,5.0,5.0,22.0,53.333333333333336,3.0,84.0,81.0,3.0,2.0,11.0,40.0,203.0,12.0,100.33333333333333,27.0,-481.6666666666667,1653.0
2020-04-14,608.0,537.0,0.0,163.33333333333334,0.3333333333333333,214.0,31.0,21.0,0.0,5.0,5.0,25.666666666666668,55.333333333333336,3.0,85.66666666666667,90.0,3.0,2.0,11.0,40.0,205.0,12.0,105.33333333333333,27.0,-520.0,1729.6666666666667
2020-04-15,658.0,556.3333333333334,0.0,179.0,0.6666666666666666,223.66666666666666,31.0,21.333333333333332,0.0,5.0,5.0,29.333333333333332,58.0,3.0,87.0,101.0,3.0,2.0,11.0,40.0,207.33333333333334,12.0,111.33333333333333,27.0,-555.6666666666666,1816.3333333333333
2020-04-16,697.3333333333334,573.3333333333334,0.0,192.0,1.0,231.66666666666666,31.0,21.666666666666668,0.0,5.0,5.0,31.0,59.333333333333336,3.3333333333333335,88.0,108.33333333333333,3.0,2.0,11.0,40.0,211.0,12.0,115.33333333333333,27.0,-585.3333333333334,1884.0
2020-04-17,726.0,586.0,0.0,210.66666666666666,1.0,238.66666666666666,31.0,22.0,0.0,5.0,5.0,32.0,60.333333333333336,4.0,89.66666666666667,112.66666666666667,3.0,2.0,11.0,40.0,215.0,12.0,118.33333333333333,27.0,-603.6666666666666,1948.6666666666667
2020-04-18,762.0,599.6666666666666,0.0,227.66666666666666,1.3333333333333333,244.66666666666666,31.0,22.0,0.0,5.0,5.0,33.333333333333336,61.0,4.666666666666667,92.0,116.66666666666667,3.0,2.0,11.0,40.0,218.33333333333334,12.0,120.0,27.0,-627.3333333333334,2012.0
2020-04-19,801.3333333333334,616.0,0.0,238.66666666666666,1.6666666666666667,248.0,32.0,22.0,0.0,5.0,5.0,34.666666666666664,62.0,5.0,95.0,122.66666666666667,3.0,2.0,11.0,40.333333333333336,220.33333333333334,12.0,121.0,27.333333333333332,-679.0,2047.0
2020-04-20,849.6666666666666,638.0,0.0,243.33333333333334,2.0,250.66666666666666,33.0,22.0,0.0,5.0,5.0,35.666666666666664,63.0,5.0,97.0,131.33333333333334,3.0,2.0,11.0,40.666666666666664,221.66666666666666,12.0,122.66666666666667,27.666666666666668,-730.6666666666666,2090.6666666666665
2020-04-21,901.0,667.3333333333334,0.0,248.66666666666666,2.0,251.33333333333334,34.0,22.0,0.0,5.0,5.0,37.0,63.333333333333336,5.0,98.33333333333333,143.0,3.0,2.0,11.0,41.0,224.33333333333334,12.0,123.33333333333333,29.0,-791.3333333333334,2137.3333333333335
2020-04-22,965.0,701.6666666666666,0.0,256.0,2.0,253.33333333333334,34.333333333333336,22.0,0.0,5.0,5.0,38.333333333333336,63.666666666666664,5.0,99.0,153.66666666666666,3.0,2.0,11.0,41.0,228.33333333333334,12.0,124.33333333333333,30.0,-836.6666666666666,2219.0
2020-04-23,1029.3333333333333,751.0,0.0,263.6666666666667,2.0,255.66666666666666,36.0,22.0,0.0,5.0,5.0,40.666666666666664,64.0,5.0,99.66666666666667,164.33333333333334,3.0,2.0,11.0,41.333333333333336,233.0,12.0,125.0,31.0,-900.0,2301.6666666666665
2020-04-24,1105.6666666666667,805.0,0.0,271.3333333333333,2.0,256.6666666666667,38.0,22.0,0.0,5.0,5.0,42.0,64.0,5.0,100.0,170.33333333333334,3.0,2.0,11.0,41.666666666666664,237.0,12.333333333333334,127.0,31.0,-962.6666666666666,2394.3333333333335
2020-04-25,1173.3333333333333,857.3333333333334,0.0,276.6666666666667,2.0,258.0,41.666666666666664,22.333333333333332,0.0,5.0,5.0,43.333333333333336,64.0,5.0,100.33333333333333,175.33333333333334,3.3333333333333335,2.0,11.0,42.333333333333336,239.0,13.333333333333334,128.66666666666666,31.333333333333332,-1017.3333333333334,2483.0
2020-04-26,1238.3333333333333,894.6666666666666,0.0,283.0,2.0,258.6666666666667,44.0,22.666666666666668,0.0,5.0,5.0,44.0,64.0,5.666666666666667,101.66666666666667,179.33333333333334,3.6666666666666665,2.0,11.0,44.333333333333336,240.0,14.333333333333334,130.33333333333334,31.666666666666668,-1061.3333333333333,2564.0
2020-04-27,1286.6666666666667,931.0,0.0,287.0,2.0,259.6666666666667,46.333333333333336,23.0,0.0,5.0,5.0,44.333333333333336,64.33333333333333,6.333333333333333,102.66666666666667,186.66666666666666,4.0,2.0,11.0,46.333333333333336,240.33333333333334,15.0,132.66666666666666,32.333333333333336,-1089.6666666666667,2644.0
2020-04-28,1350.6666666666667,967.3333333333334,0.0,291.0,2.0,260.0,46.666666666666664,23.0,0.0,5.0,5.0,45.0,65.33333333333333,8.333333333333334,103.66666666666667,196.0,4.0,2.0,11.0,48.0,240.66666666666666,15.0,135.0,32.666666666666664,-1128.3333333333333,2729.0
2020-04-29,1419.6666666666667,1008.0,0.0,293.0,2.0,261.3333333333333,47.333333333333336,23.0,0.0,5.0,5.0,45.666666666666664,68.0,9.666666666666666,104.0,207.33333333333334,4.0,2.0,11.0,48.333333333333336,241.0,15.0,137.66666666666666,33.666666666666664,-1171.6666666666667,2820.0
2020-04-30,1485.0,1041.0,0.0,299.0,2.3333333333333335,266.6666666666667,47.666666666666664,23.666666666666668,0.0,5.0,5.0,47.0,70.66666666666667,11.0,104.66666666666667,217.0,4.0,2.0,11.0,48.666666666666664,241.0,15.0,138.66666666666666,34.333333333333336,-1214.3333333333333,2906.0
2020-05-01,1531.0,1081.0,0.0,306.6666666666667,3.0,275.3333333333333,48.0,24.333333333333332,0.0,5.0,5.0,48.0,72.66666666666667,15.0,105.0,226.33333333333334,4.0,2.0,11.0,49.0,241.0,15.0,140.66666666666666,35.0,-1247.0,2997.0
2020-05-02,1567.3333333333333,1122.3333333333333,0.0,314.6666666666667,3.6666666666666665,283.0,48.0,25.666666666666668,0.0,5.0,5.0,49.0,73.0,19.0,105.0,232.66666666666666,4.0,2.0,11.0,49.0,241.0,15.0,142.66666666666666,35.0,-1297.0,3056.0
2020-05-03,1603.6666666666667,1168.3333333333333,0.0,320.0,4.0,287.6666666666667,48.0,26.333333333333332,0.0,5.0,5.0,49.333333333333336,73.0,23.333333333333332,105.0,238.66666666666666,4.0,2.0,11.0,49.0,241.0,15.0,144.33333333333334,36.0,-1347.6666666666667,3112.0
2020-05-04,1644.6666666666667,1215.6666666666667,0.0,326.3333333333333,4.0,288.3333333333333,48.0,27.333333333333332,0.0,5.0,5.0,49.666666666666664,73.33333333333333,23.666666666666668,105.0,244.0,4.0,2.0,11.0,49.0,241.33333333333334,15.0,145.0,37.0,-1404.3333333333333,3160.0
2020-05-05,1693.3333333333333,1280.6666666666667,0.0,334.0,4.0,291.0,49.0,27.666666666666668,0.0,5.0,5.0,50.333333333333336,73.66666666666667,24.0,105.0,249.33333333333334,4.0,2.0,11.0,49.0,241.66666666666666,15.0,145.0,38.0,-1457.6666666666667,3240.0
2020-05-06,1746.3333333333333,1357.6666666666667,0.0,349.0,4.0,293.6666666666667,50.333333333333336,28.0,0.0,5.0,5.0,51.0,74.0,24.0,105.0,253.33333333333334,4.0,2.3333333333333335,11.0,49.0,241.66666666666666,15.0,145.0,38.0,-1520.3333333333333,3332.0
2020-05-07,1804.3333333333333,1457.3333333333333,0.0,369.0,4.0,297.3333333333333,52.0,28.0,0.0,5.0,5.0,52.0,74.33333333333333,24.0,105.0,256.6666666666667,4.0,2.6666666666666665,11.0,49.0,241.33333333333334,15.0,145.0,38.0,-1588.6666666666667,3451.3333333333335
2020-05-08,1861.6666666666667,1550.6666666666667,0.0,389.3333333333333,4.0,301.3333333333333,53.0,28.0,0.0,5.0,5.0,52.333333333333336,74.66666666666667,24.0,105.33333333333333,259.6666666666667,4.0,3.0,11.0,49.0,241.0,15.0,145.33333333333334,38.0,-1640.6666666666667,3579.6666666666665
2020-05-09,1920.3333333333333,1673.3333333333333,0.0,411.6666666666667,4.0,305.6666666666667,53.666666666666664,28.0,0.0,5.0,5.0,52.333333333333336,75.0,24.0,105.66666666666667,262.3333333333333,4.0,3.0,11.0,49.0,241.0,15.333333333333334,146.33333333333334,38.0,-1700.0,3733.6666666666665
2020-05-10,1968.3333333333333,1799.6666666666667,0.0,430.6666666666667,4.0,314.0,59.333333333333336,28.0,0.0,5.0,5.0,52.333333333333336,75.0,24.0,106.0,268.3333333333333,4.0,3.0,11.0,49.0,241.0,15.666666666666666,147.33333333333334,38.333333333333336,-1744.6666666666667,3904.3333333333335
2020-05-11,2023.6666666666667,1961.3333333333333,0.0,449.6666666666667,4.0,321.0,65.0,28.0,0.0,5.0,5.0,52.666666666666664,75.33333333333333,24.0,106.0,273.3333333333333,4.333333333333333,3.0,11.0,49.0,241.0,16.0,148.0,38.666666666666664,-1914.3333333333333,3990.6666666666665
2020-05-12,2093.6666666666665,2126.3333333333335,0.0,463.6666666666667,4.0,330.0,72.33333333333333,28.333333333333332,0.0,5.0,5.0,53.0,75.66666666666667,24.0,106.66666666666667,279.0,4.666666666666667,3.0,11.0,49.0,241.0,16.0,148.0,39.0,-2096.6666666666665,4081.6666666666665
2020-05-13,2173.0,2294.6666666666665,0.0,475.0,4.0,335.6666666666667,75.0,28.666666666666668,0.0,5.0,5.0,53.0,76.0,24.0,107.66666666666667,281.6666666666667,5.0,3.0,11.0,49.0,241.0,16.0,148.0,39.0,-2308.0,4142.333333333333
2020-05-14,2254.3333333333335,2472.0,0.0,491.3333333333333,4.0,341.6666666666667,77.33333333333333,29.0,0.0,5.0,5.0,53.0,76.0,24.0,108.66666666666667,289.6666666666667,5.0,3.0,11.0,49.0,241.0,16.0,148.0,39.0,-2397.0,4346.0
2020-05-15,2336.6666666666665,2654.6666666666665,0.0,508.6666666666667,4.0,347.0,78.0,29.0,0.0,5.0,5.0,53.0,76.0,24.0,109.0,298.3333333333333,5.0,3.0,11.0,49.0,241.33333333333334,16.0,148.0,39.0,-2458.6666666666665,4582.0
2020-05-16,2420.0,2837.3333333333335,0.0,529.0,4.0,357.0,78.0,29.0,0.0,5.0,5.0,53.333333333333336,76.0,24.0,109.0,306.3333333333333,5.0,3.0,11.0,49.0,241.66666666666666,16.0,148.0,39.0,-2501.6666666666665,4844.0
2020-05-17,2505.6666666666665,3003.0,0.0,545.0,4.0,372.6666666666667,78.0,29.0,0.0,5.0,5.0,54.333333333333336,76.0,24.0,109.0,309.3333333333333,5.0,3.3333333333333335,11.0,49.0,243.33333333333334,16.0,148.0,39.0,-2614.6666666666665,5020.0
2020-05-18,2611.3333333333335,3178.6666666666665,0.0,564.3333333333334,4.0,388.3333333333333,78.0,29.0,0.0,5.0,5.0,55.333333333333336,76.66666666666667,24.0,109.0,312.3333333333333,5.0,3.6666666666666665,11.0,49.0,244.66666666666666,18.0,148.0,39.0,-2736.0,5223.333333333333
2020-05-19,2751.0,3391.0,0.0,589.3333333333334,4.0,398.3333333333333,78.0,29.0,0.0,5.0,5.0,56.0,77.33333333333333,24.0,109.0,315.3333333333333,5.0,4.0,11.0,49.0,246.0,20.0,148.0,39.0,-2871.6666666666665,5482.666666666667
2020-05-20,2928.3333333333335,3674.6666666666665,0.0,621.3333333333334,4.0,405.6666666666667,78.0,29.0,0.0,5.0,5.0,56.0,78.33333333333333,24.0,109.0,318.6666666666667,5.0,4.0,11.0,49.0,247.66666666666666,22.0,148.0,39.333333333333336,-2925.0,5938.0
2020-05-21,3140.6666666666665,4018.0,0.0,651.6666666666666,4.0,412.6666666666667,78.0,29.0,0.0,5.0,5.0,56.0,78.66666666666667,24.0,109.0,321.3333333333333,5.666666666666667,4.0,11.0,49.0,250.66666666666666,22.0,148.0,39.666666666666664,-3134.0,6329.0
2020-05-22,3390.3333333333335,4408.0,0.0,672.3333333333334,4.0,419.3333333333333,78.0,29.0,0.0,5.0,5.0,56.0,79.0,24.0,109.0,325.3333333333333,6.333333333333333,4.0,11.0,49.0,253.66666666666666,22.0,148.0,40.666666666666664,-3367.3333333333335,6771.666666666667
2020-05-23,3636.6666666666665,4836.0,0.0,688.3333333333334,4.0,424.0,78.0,29.0,0.0,5.0,5.0,56.0,79.0,24.0,109.33333333333333,330.0,7.0,4.0,11.0,49.0,255.33333333333334,22.0,148.0,41.333333333333336,-3689.6666666666665,7152.333333333333
2020-05-24,3847.6666666666665,5253.333333333333,0.0,699.0,4.0,426.6666666666667,78.0,29.0,0.0,5.0,5.0,56.0,79.0,24.0,110.0,334.3333333333333,7.0,4.0,11.0,49.0,255.66666666666666,22.0,148.0,42.666666666666664,-3892.0,7598.333333333333
2020-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,
